Taisho,K_Number,Chinese_Title,Sanskrit_Title,Tibetan_Title,Tohoku_Numbers,Otani_Numbers,Nanjio,Mvy
587,144,勝思惟梵天所問經,Brahmaviśeṣacintīparipṛcchā(sūtra),Tshaṅs-pa khyad-par-sems-kyi shus-pa,160,827,189,
588,372,須眞天子經,Suvikrānta(cintā)devaputraparipṛcchā(sūtra),Laḥi-bu rab-rtsal-sems-kyis shus pa,161,828,393,
589,463,摩逆經,Mañjuśrīvikurvāṇa parivarta=(sūtra),Ḥjam-dpal rnam-par ḥphrul-baḥi leḥu,97,765,517,
592,881,天請問經,Devatāsūtra.,Lhaḥi mdo.,329,995,753,
593,261,佛爲勝光天子說王法經,Rājāvavādaka(sūtra),Rgyal-po-la gdams-pa,221,887,250,1429
595,1111,嗟韈曩法天子受三歸依獲免惡道經,Sūkarikāvadāna(sūtra).,Phag-moḥi rtogs-pa-brjod-pa.,345,1014,806,
597,780,龍王兄弟經,Nandopanandanāgarājadamanasūtra.,Kluḥi rgyal-po dgaḥ-bo ñer-dgaḥ ḥdul-baḥi mdo.,39,755,707,
598,377,海龍王經,Sāgaranāgarājaparipṛcchā=(sūtra),Kluḥi rgyal po rgya-mtshos shus- pa,153,820,456,
599,495,佛爲海龍王說法印經,Sāgaranāgarājaparipṛcchā(sūtra),Kluḥu rgyal-po rgya-mtshos shus-pa,155,822,457,
601,1140,佛爲娑伽羅龍王所說大乘經,Sāgaranāgarājaparipṛcchā(sūtra).,Kluḥi rgyal-po rgya-mtshos shus-pa.,154,821,840,1357
606,984,修行道地經,Yogacārabhūmi.,,,,1325,
618,1003,達摩多羅禪經,Yogacārabhūmi.,Ta mo to lo ch'an ching. (2 chüan) (Dharmatāra/Dharmatrāta),,,1341,
624,129,伅眞陀羅所問如來三昧經,Drumakinnararājaparipṛcchā(sūtra),Mi-ḥam-ciḥi rgyal-pa sdoṅ-pos shus-pa,157,824,161,1352
625,130,大樹緊那羅王所問經,Drumakinnararājaparipṛcchā(sūtra),Mi-ḥam-ciḥi rgyal-pa sdoṅ-pos shus-pa,157,824,162,1352
626,179,阿闍世王經,Ajātaśatrukaukṛtyavinodana(sūtra),Ma-skyes-dgraḥi ḥgyod-pa bsal-ba,216,882,174,1358
627,175,文殊支利普超三昧經,Ajātaśatrukaukṛtyavinodana(sūtra),Ma-skyes-dgraḥi ḥgyod-pa bsal-ba,216,882,182,1358
628,1408,未曾有正法經,Ajātaśatrukaukṛtyavinodana(sūtra).,Ma skyes-dgraḥi ḥgyod-pa bsal-ba.,216,882,925,1358
629,180,放鉢經,Ajātaśatrukaukṛtyavinodana(sūtra),Ma-skyes-dgraḥi ḥgyod-pa bsal-ba,216,882,183,
632,172,慧印三昧經,Tathāgatajñānamudrā(samādhi)(sūtra),De-bshin-gśegs-paḥi ye-śes-kyi phyag-rgyaḥi tiṅ-ṅe-ḥdsin,131,799,256,1387
633,173,如來智印經,Tathāgatajñānamudrā(samādhi)(sūtra),De-bshin-gśegs-paḥi ye-śes-kyi phyag-rgyaḥi tiṅ-ṅe-ḥdsin,131,799,255,
635,407,弘道廣顯三昧經,Anavataptanāgarājaparipṛcchāsūtra,Kluḥi rgyal-po ma-dros-pas shus pa,156,823,437,1389
639,181,月燈三昧經,Samādhirāja(candrapradīpa)sūtra,Chos thams-cad-kyi raṅ-bshiṅ mñam-pa-ñid rnam-par-spros pa tiṅ-ṅe-ḥdsin-gyi rgyal-po,127,795,191,1332
640,182,月燈三昧經,,,127,795,192,
641,183,月燈三昧經,,,127,795,,
642,378,首楞嚴三昧經,Śuraṅgamasamādhisūtra,Dpaḥ-bar-ḥgro-baḥi tiṅ-ṅe-ḥdsin,132,800,399,1356
645,138,不必定入定入印經,Niyatāniyata(gati)mudrāvatārasūtra,ṅes-pa daṅ ma-ṅes-par ḥgro-baḥi phyag-rgya-la ḥjug-pa,202,868,132,
646,139,入定不定印經,Niyatāniyata(gati)mudrāvatārasūtra,ṅes-pa daṅ ma-ṅes-par ḥgro-baḥi phyag-rgya-la ḥjug-pa,202,868,131,
648,482,寂照神變三摩地經,Praśāntaviniścayaprātihārya(samādhi)sūtra,Rab-tu-shi-ba rnam-par-ṅes-paḥi cho-ḥphrul-gyi tiṅ-ṅe-ḥdsin,129,797,522,1377
650,168,諸法無行經,Sarvadharmapravṛttinirdeśa(sūtra),Chos thams-cad ḥbyuṅ-ba med-par bstan-pa,18,847,164,1362
651,169,諸法本無經,Sarvadharmapravṛttinirdeśa(sūtra),Chos thams-cad ḥbyuṅ-ba med-par bstan-pa,180,847,163,1362
653,529,佛藏經,Buddhapiṭakaduḥśīlanirgraha(sūtra),Saṅs-rgyas-kyi sde-snod tshul-khrims ḥchal-ba tshar-gcod-pa,123;220,791;886,1095,
654,1438,入無分別法門經,Avikalpapraveśadhāraṇī(sūtra).,Rnam-par mi-rtog-par ḥjug-pa.,142,810,942,
657,396,華手經,Kuśalamūlasamparigraha(sūtra),Dge-baḥi rtsa-ba yoṅs-su ḥdsin pa,101,769,425,
658,134,寶雲經,Ratnameghasūtra,Dkon-mchog sprin,231,897,152,1337
660,133,寶雨經,Ratnameghasūtra,Dkon-mchog sprin,231,897,151,1337
661,244,大乘百福相經,Mañjuśrīparipṛcchā(sūtra),Ḥjam-dpal-gyis dris-pa,172,839,264,
662,245,大乘百福莊嚴相經,Mañjuśrīparipṛcchā(sūtra),,172,839,265,
663,1465,金光明經,Suvarṇaprabhāsa(uttamarāja)sūtra.,Gser-ḥod dam-pa mdo-sdeḥi dbaṅ-paḥi rgyal-po.,555;556;557;4379,174;175;176,127,
664,128,合部金光明經,Suvarṇaprabhāsa(uttamarāja)sūtra,Gser-ḥod dam-pa mdo-sdeḥi dbaṅ-poḥi smon-lam,555;556;557;4379,174;175;176,130,1339
665,127,金光明最勝王經,Suvarṇaprabhāsa(uttamarāja)sūtra,Gser-ḥod dam-pa mchog-tu rnam-par rgyal-baḥi mdo-sdeḥi ryal-po,555;556;557;4379,174;175;176,126,1339
667,1359,大方廣如來藏經,Tathāgatagarbhasūtra.,De-bshin-gśegs-paḥi sñiṅ-po.,258,924,,
670,159,楞伽阿跋多羅寶經,Laṅkāvatārasūtra,Laṅ-kar-gśegs-paḥi theg-pa chen-poḥi mdo,107;108,775;776,175,1338
671,160,入楞伽經,Laṅkāvatārasūtra,Laṅ-kar-gśegs-paḥi theg-pa chen-poḥi mdo,107;108,775;776,176,1338
672,161,大乘入楞伽經,Laṅkāvatārasūtra,Laṅ-kar-gśegs-paḥi theg-pa chen-poḥi mdo,107;108,775;776,177,1338
673,151,大乘同性經,Mahāyānābhisamaya(sūtra),Dgoṅs-pa ṅes-par ḥgrel-pa,,,195,
674,152,證契大乘經,Mahāyānābhisamaya(sūtra),Dgoṅs-pa ṅes-par ḥgrel-pa,,,196,
675,153,深密解脫經,Sandhīnirmocanasūtra,Dgoṅs-pa ṅes-par ḥgrel-pa,106,774,246,1359
676,154,解深密經,Sandhīnirmocanasūtra,Dgoṅs-pa ṅes-par ḥgrel-pa,106,774,247,1359
677,155,解節經,Sandhīnirmocanasūtra,Dgoṅs-pa ṅes-par ḥgrel-pa,106,774,156,1359
678,156,相續解脫地波羅密了義經,Sandhīnirmocanasūtra,Dgoṅs-pa ṅes-par ḥgrel-pa,106,774,154,1359
680,460,佛地經,Buddhabhūmi(sūtra),Saṅs-rgyas-kyi sa,275,941,502,
681,417,大乘密嚴經,Ghanavyūhasūtra,Rgyan stug-po bkod-pa,110,778,444,1343
682,1344,大乘密嚴經,Ghanavyūhasūtra.,Rgyan stug-po bkod-pa.,110,778,444,1343
688,237,未曾有經,Adbhutadharmaparyāyasūtra,Rmad-du-byuṅ-ba,319,985,260,
689,236,甚希有經,Adbhutadharmaparyāyasūtra,Rmad-du-byuṅ-ba,319,985,261,
692,281,作佛形像經,Tathāgatapratibimbapratiṣṭhanuśaṃsā(sūtra),,,,289,
693,280,造立形像福報經,Tathāgatapratibimbapratiṣṭhanuśaṃsā(sūtra),,,,290,
694,419,大乘造像功德經,Tathāgatapratibimbapratiṣṭhānuśaṃsā(sūtra),,,,288,
700,486,右繞佛塔功德經,Caityapradakṣiṇagātha(sūtra),Mchod-rten bskor-baḥi tshigs-su-bcad pa,321,987,458,
702,408,施燈功德經,Pradīpadānīya(sūtra),Mar-me ḥbul-ba,204,870,428,
704,1101,樓閣正法甘露皷經,Kūṭāgārasūtra.,Khaṅ-bu brtsegs-paḥi mdo.,332,998,791,
705,1176,布施經,Dānādhikāra(mahāyāna)sūtra.,Sbyin-paḥi phan-yon bstan-pa.,183,850,810,
708,268,了本生死經,Śālistamb(h)a(ka)sūtra,Sā-luḥi ljaṅ pa,210,876,281,
709,272,稻芋經,Śālistamb(h)a(ka)sūtra,Sā-luḥi ljaṅ pa,210,876,280,
710,1297,慈氏菩薩所說大乘緣生稻簳喩經,Śālistamb(h)a(ka)sūtra.,Sā-lu-ljaṅ-pa.,210,876,963,
711,1191,大乘舍黎娑擔摩經,Śālistamb(h)a(ka)sūtra.,Sā-lu-ljaṅ pa.,210,876,867,1402
713,269,貝多樹下思惟十二因經,Nidānasūtra,,,,278,
714,259,緣起聖道經,Nidānasūtra,,,,279,
715,1245,舊城喩經,Nidānasūtra.,,,,902,
721,801,正法念處經,(Saddharma)smṛtyupasthānasūtra.,Dam-paḥi chos dran-pa ñe-bar gshag-pa.,287,953,679,
722,1116,妙法聖念處經,(Saddharma)smṛtyupasthānasūtra.,,,,804,
726,1490,六趣輪廻經,Ṣaḍgatikārikā.,,,,,
727,1491,十不善業道經,Daśākuśalakarmapathanirdeśa.,Mi-dge-ba bcuḥi las-kyi lam bstan-pa.,3958;4178;4483;4503,,1379,
728,1494,諸法集要經,Dharmasamuccaya.,,,,,
744,374,除恐災患經,Śrīkaṇṭhasūtra,,,,398,
749,858,因緣僧護經,Saṅgharakṣitāvadāna.,,,,781,
754,383,未曾有因緣經,Adbhutadharmparyāya,,,,400,
758,1112,諸行有爲經,Anityatāsūtra.,Mi-rtag-pa-ñid-kyi mdo.,310,976,801,
759,1105,較量壽命經,Āyuṣparyantasūtra.,Tsheḥi mthaḥi mdo.,307,973,807,
761,404,法集經,Dharmasaṃgītisūtra,Chos yaṅ-dag-par sdud pa,238,904,426,1346
762,1250,決定義經,Arthaviniścayadharmaparyāyasūtra.,Don rnam-par ṅes-pa shes-bya-baḥi chos-kyi rnam-graṅs.,317,983,928,
764,1124,法集名數經,Dharmasangraha(sūtra).,,,,812,
765,803,本事經,Itivṛttakasūtra.,,,,714,
766,1249,法身經,Dharmaśarīrasūtra.,,,,921,
772,246,大乘四法經,Caturdharmakasūtra,Chos-bshi pa,251,917,266,
773,247,菩薩修行四法經,Caturdharmakasūtra,Chos-bshi pa,251,,267,
774,485,大乘四法經,Catuṣkanirhārasūtra,Bshi-pa sgrub-pa,177;252,844;918,520,
776,1254,四品法門經,Bahudhātukasūtra.,Khams maṅ-poḥi-mdo.,297,963,996,
780,1386,十力經,Daśabalasūtra.,,,,,
781,1473,佛十力經,Daśabalasūtra.,,,,,
785,793,得道梯橙錫杖經,,,335;336,1001;1002,691,
801,870,無常經,Anityatāsūtra.,Mi-rtag-pa-ñid-kyi mdo.,309,975,727,
807,361,內藏百寶經,Lokānuvartanasūtra,Ḥjig-rten-gyi rjes-su-ḥthum-par ḥjug-pa,200,866,386,
808,229,犢子經,Vatsasūtra,,,,233,
809,230,乳光佛經,Vatsasūtra,,,,234,
810,384,諸佛要集經,Buddhasaṅgītisūtra,Saṅs-rgyas bgro-ba,228,894,401,1360
811,238,決定總持經,Buddakṣepana.,Saṅs-rygas mi spaṅ-pa.,276,,242,
813,184,無希望經,Hastikakṣyā(sūtra),Glaṅ-poḥi rtsal,207,873,194,1399
814,185,象腋經,Hastikakṣyā(sūtra),Glaṅ-poḥi rtsal,207,873,193,1399
817,186,大淨法門經,Mañjuśrīvikrīḍitasūtra,Ḥjam-dpal rnom-par rol-pa,96,764,184,
818,187,大莊嚴法門經,Mañjuśrīvikrīḍitasūtra,Ḥjam-dpal rnom-par rol-pa,96,764,185,
821,413,大方廣如來祕密藏經,Tathāgatagarbhasūtra,,,,443,
828,213,無字寶篋經,Anakṣarakaraṇḍakavairocanagarbha(sūtra),Yi-ge med-paḥi za-ma-tog rnam par-snaṅ-mdsad-kyi sñiṅ-po,259,925,221,
829,214,大乘離文字普光明藏經,Anakṣarakaraṇḍakavairocanagarbha(sūtra),Yi-ge med-paḥi za-ma-tog rnam par-snaṅ-mdsad-kyi sñiṅ-po,259,925,222,
830,215,大乘遍照光藏無字法問經,Anakṣarakaraṇḍakavairocanagarbha(sūtra),Yi-ge med-paḥi za-ma-tog rnam par-snaṅ-mdsad-kyi sñiṅ-po,259,925,223,
831,239,謗佛經,Buddakṣepana.,Saṅs-rygas mi spaṅ-pa.,276,,243,
833,202,第一義法勝經,Paramārthadharmavijayasūtra,Don-dam-paḥi chos-kyis rnam-par rgyal-ba,246,912,,1380
834,203,大威燈光仙人問疑經,Paramārthadharmavijayasūtra,Don-dam-paḥi chos-kyis rnam-par rgyal-ba,246,912,211,1380
835,242,如來師子吼經,Siṃhanādikasūtra,Seṅ-geḥi sgra bsgrags pa,209,,262,
836,243,大方廣師子吼經,Siṃhanādikasūtra,Seṅ-geḥi sgra bsgrags pa,209,875,263,
846,1128,外道問聖大乘法無我義經,Nairātmyaparipṛcchānirdeśa.,Bdag-med-pa dris-pa.,173,840,818,
848,427,大毘盧遮那成佛神變加持經,Mahāvairocana(abhisaṃbodhivikurvitādhiṣṭānavaipulya)-(sūtra),Rnam-par-snaṇ-mdsad chen-po mṅo-par-rdsogs-par byaṅ-chub-pa rnam-par-sprul-pa byin-gyis-rlob-pa śin-tu rgyas-pa mdo-sdeḥi dbaṅ-poḥi rgyal-po,494,126,530,
865,1274,金剛頂一切如來眞實攝大乘現證大經王經,Sarvatathāgatatattvasaṁgraha(sūtra).,De-bshin-gśegs-pa thams-cad-kyi de-kho-na-ñid bsdus-pa.,479,112,1020,
866,429,金剛頂瑜伽中略出念誦經,Sarvatathāgatatattvasaṃgraha(sūtra),De-bshin-gśegs-pa thams-cad-kyi de-kho-na-ñid bsdus-pa,479,,534,
882,1466,一切如來眞實攝大乘現證三昧大教王經,Sarvatathāgatatattvasaṁgraha(sūtra).,De bshin-gśegs-pa thams-cad-kyi de kho-na-ñid bsdus-pa..,479,112,1017,
883,1454,祕密三昧大教王經,Guhyasamayagarbharāja.,,,,1029,
884,1462,祕密相經,Guhyagarbharāja.,,,,1026,
885,1418,一切如來金剛三業最上祕密大教王經,Sarvatathāgatakāyavākcittarahasyaguhyasamājamahākalparāja.,De-bshin-gśegs-pa thams-cad-kyi sku gsuṅ thugs-kyi gsaṅ chen gsaṅ-ba ḥdus-pa shes-bya-ba brtag-paḥi rgyal-po chen-po.,442,81,1027,
886,1442,金剛場莊嚴般若波羅蜜多教中一分,(Srī)vajramaṇḍālaṁkāramahātantrarāja.,Dpal rdo-rje sniṅ-po rgyan.,490,123,944,
887,1434,無二平等最上瑜伽大教王教,Advayasamatāvijayakalparāja.,Gñis-su-med-pa mñam-pa-ñid rnam-par-rgyal-ba shes-bya-baḥi rtog-paḥi rgyal-po chen-po.,452,87,1030,
888,1452,一切祕密最上名義大教王儀軌,Sarvarahasyatantrarāja.,Thams-cad gsaṅ-ba shes-bya-ba rgyud-kyi rgyal-po.,481,114,1385,
890,1220,瑜伽大教王經,Māyājālamahātantra.,Rgyud-kyi rgyal-po chen-po sgyu-ḥphrul dra-ba.,466,102,1022,
893,432,蘇悉地羯羅經,Susiddhikaramahātantrasādhanopāyikapaṭala(sūtra),Legs par-grub par-byed-paḥi rgyud chen-po-las sgrub-paḥi thabs rim-par-phye-ba,807;4394,431,533,
894,431,蘇悉地羯羅供養法,Susiddhikarapūjāvidhi,,,,1425,
895,428,蘇婆呼童子請問經,Subāhuparipṛcchā(sūtra),Dpuṅ-bzaṅ-gis shus-pa,805,428,531,
896,1152,妙臂菩薩所問經,Subāhuparipṛcchā(sūtra).,Dpuṅ-bzaṅ-gis shus-pa.,805,428,822,
901,308,陀羅尼集經,Dhāraṇīsamuccaya(sūtra),,693;694;710;733;899;906;930,216;373;374;379;524;531;555,363,
918,444,諸佛心陀羅尼經,Buddhahṛdayadhāraṇī(dharmaparyāya),Saṅs-rgyas-kyi sñiṅ-po,514;854,149;479,489,
919,1134,諸佛心印陀羅尼經,Buddhahṛdayadhāraṇī,Saṅs-rgyas-kyi sñiṅ-po.,514;854,149;479,825,
934,1224i,無量功德陀羅尼經,Aparimitaguṇānuśaṁsādhāraṇī(sūtra).,Yon-tan bsṅags-pa dpag-tu med-pa.,679;851,286;476,892,
937,1089,大乘聖無量壽決定光明王如來陀羅尼經,Aparimitāyur(dhāraṇī)sūtra.,Tshe daṅ ye-śes dpag-tu-med-pa.,674;675;849,351;362;474,786,
943,1093,無能勝幡王如來莊嚴陀羅尼經,Dhvajāgrakeyūrādhāraṇī.,Rgyal-mtshan-gyi rtse-moḥi dpuṅ-rgyan.,612;923,306;548,795,1410
945,426,大佛頂如來密因修證了義諸菩薩萬行首楞嚴經,Śuraṅgamasūtra,Bcom-ldan-ḥdas-kyi gtsug-gtor chen-po de-bshin-gśegs-paḥi gsaṅ-ba sgrub-paḥi don mṅon-par thob-paḥi rgyu byaṅ-chub-sems-dpaḥ thams-cad-kyi spyod-pa dpaḥ-bar-ḥgro-baḥi mdo leḥu stoṅ-phrag-bcu-pa-las leḥu bcu-pa,236,902,446,
950,1290,菩提場所說一字頂輪王經,Bodhimaṇḍanirdeśaikākṣaroṣṇiṣakakravartirājasūtra.,,,,1024,
953,1277,一字奇特佛頂經,Uṣṇīṣacakravartitantra(sūtra).,,,,1023,
955,1320,一字頂輪王瑜伽觀行儀軌,Ekākṣaroṣṇīsacakrarājayogakalpa.,,,,1331,
968,319,佛頂尊勝陀羅尼經,(Sarvadurgatipariśodhana)-uṣṇīṣavijayadhāraṇī(sūtra),,,,349,
969,320,佛頂最勝陀羅尼經,(Sarvadurgatipariśodhana)-uṣṇīṣavijayadhāraṇī(sūtra),,,,352,
970,322,最勝佛頂陀羅尼淨除業障呪經,(Sarvadurgatipariśodhana)-uṣṇīṣavijayadhāraṇī(sūtra),,,,351,
971,323,佛頂尊勝陀羅尼經,(Sarvadurgatipariśodhana)-uṣṇīṣavijayadhāraṇī(sūtra),De-bshin-gśegs pa thams-cad-kyi gtsug-tor rnam-par rgyal-ba,594,,350,
974a,1091,最勝佛頂陀羅尼經,(Sarvadurgatipariśodhana)uṣṇīṣavijayadhāraṇi(sūtra).,Ṅan-ḥgro thams-cad yoṅs-su sbyoṅ-ba gtsug-tor rnam-par rgyal-ba.,597;984,198;609,796,
978,1204,一切如來烏瑟膩沙最勝惚持經,(Sarvadurgatipariśodhana)uṣṇīṣavijayadhāraṇī(sūtra).,De-bshin-gśegs-pa thams-cad-kyi gtsug-tor-rnam-par rgyal ba.,594;595;596;598,197;199;200;201,871,
982,1293,佛母大孔雀明王經,Mahāmayūrī(vidyārājñī)(sūtra).,Rig-sṅags-kyi rgyal-mo rma-bya chen-mo.,559,178,307,
983a,1375,大孔雀明王畫像壇場儀軌,Mahāmāyūrī(vidyārājñī).,Rig-sṅags-kyi rgyal-mo rma-bya chen-mo.,559,178,1499,
984,307,孔雀王咒經,Mahāmāyūri(vidyārājñī)-(sūtra),Rig-sṅags-kyi rgyal-mo rma-bya chen-mo,559,178,308,
985,303,大孔雀呪王經,Mahāmāyūri(vidyārājñī)-(sūtra),Rig-sṅags-kyi rgyal-mo rma-bya chen-mo,559;4409,178,306,
986,305,大金色孔雀王咒經,Mahāmāyūri(vidyārājñī)-(sūtra),Rig-sṅags-kyi rgyal-mo rma-bya chen-mo,559,,309,
987,306,大金色孔雀王咒經,Mahāmāyūri(vidyārājñī)-(sūtra),Rig-sṅags-kyi rgyal-mo rma-bya chen-mo,559,,310,
988,304,孔雀王咒經,Mahāmāyūri(vidyārājñī)-(sūtra),Rig-sṅags-kyi rgyal-mo rma-bya chen-mo,559,178,311,
989,1294,大雲輪請雨經,Mahāmeghasūtra.,Sprin chen-po.,235;657;1063,334;689;901,970,
991,166,大雲輪請雨經,Mahāmeghasūtra,Sprin chen-po,235;657;1063,334;689;901,188,
992,167,大方等大雲經請雨品大六十四,Mahāmeghasūtra,Sprin chen-po,235;657;1063,334,186,
993,165,大雲經請雨品第六十四,Mahāmeghasūtra,Sprin chen-po,235;657;1063,334;689;901,187,
998,1387,廻向輪經,Pariṇāmacakra(sūtra).,Yoṅs-su bsṅo-baḥi ḥkhor-lo.,242,908,,
999,1096,守護大千國土經,Mahāsahasrapramardanasūtra.,Stoṅ-chen-mo rab-tu ḥjoms-pa.,558;4407;4408;588,177,784,1395
1002,1353,不空羂索毗廬遮那佛大灌頂光眞言,Amoghapāśahṛdayasūtra.,,,,1002,
1005a,1298,大寶廣博樓閣善住祕密陀羅尼經,Mahāmaṇivipulavimānaviśvasupratiṣṭhitaguhyaparamarahasyakalparājadhāraṇī(sūtra).,Nor-bu chen-po rgyas-paḥi gshal-med-khaṅ śin-tu rab-tu-gnas-pa gsaṅ-ba dam-paḥi gsaṅ-baḥi cho-ga shib-moḥi rgyal-po.,506;885,138;510,1028,
1006,422,廣大寶樓閣善住祕密陀羅尼經,Mahāmaṇivipulavimānaviśvasupratiṣṭhitaguhyaparamarahasyakalparājadhāraṇī(sūtra),Nor-bu chen-po rgyas-paḥi gshal-med-khaṅ śin-tu rab-tu-gnas-pa gsaṅ-ba dam-paḥi gsaṅ-baḥi cḥo-ga shib-moḥi rgyal po,506;885,138;510,,
1007,430,牟梨曼陀羅呪經,Mahāmaṇivipulavimānaviśvasupratiṣṭhitaguhyaparamarahasyakalparājadhāraṇī(sūtra),Nor-bu chen-po rgyas-paḥi gshal-med-khaṅ śin-tu rab-tu-gnas-pa gsaṅ-ba dam-paḥi gsaṅ-baḥi cḥo-ga shib-moḥi rgyal po,506;885,138;510,536,
1008,1299,菩提場莊嚴陀羅尼經,Bodhimaṇḍalalakṣālaṁkāranāmadhāraṇī(sūtra).,Byaṅ-chub sñiṅ-poḥi rgyan-ḥbum shes-bya-baḥi gzuṅs.,508,,1025,
1009,1279,出生無邊門陀羅尼經,Anantamukhasādhakadhāraṇī(sūtra),Sgo mthaḥ-yas-pa sgrub-pa.,140;525;914,539;808,956,
1011,324,無量門微密持經,Anantamukhasādhakadhāraṇī(sūtra),Sgo mthaḥ-yas-pa sgrub pa,140;525;914,539;808,355,
1012,325,出生無量門持經,Anantamukhasādhakadhāraṇī(sūtra),Sgo mthaḥ-yas-pa sgrub pa,140;525;914,539;808,356,
1013,327,阿難陀目佉尼訶離陀經,Anantamukhasādhakadhāraṇī(sūtra),Sgo mthaḥ-yas-pa sgrub pa,140;525;914,,358,
1014,326,無量門破魔陀羅尼經,Anantamukhasādhakadhāraṇī(sūtra),Sgo mthaḥ-yas-pa sgrub pa,140;525;914,539;808,354,
1015,328,阿難陀目佉尼訶離陀鄰尼經,Anantamukhasādhakadhāraṇī(sūtra),Sgo mthaḥ-yas-pa sgrub pa,140;525;914,539;808,357,
1016,329,舍利弗陀羅尼經,Anantamukhasādhakadhāraṇī(sūtra),Sgo mthaḥ-yas-pa sgrub pa,140;525;914,539;808,353,
1017,330,一向出生菩薩經,Anantamukhasādhakadhāraṇī(sūtra),Sgo mthaḥ-yas-pa sgrub pa,140;525;914,539;808,359,
1018,331,出生無邊門陀羅尼經,Anantamukhasādhakadhāraṇī(sūtra),Sgo mthaḥ-yas-pa sgrub pa,140;525;914,539;808,360,
1022a,1287,一切如來心祕密全身舍利寳篋印陀羅尼經,Sarvatathāgatādhiṣṭhānahṛdayaguhyadhātukaraṇḍamudrādhāraṇī(sūtra).,De bshin-gśegs-pa thams-cad-kyi byin-gyis-brlabs-kyi sñiṅ-po gsaṅ-ba riṅ-bsrel-gyi za-ma-tog.,507;883,141;508,957,
1023,1113,一切如來正法祕密篋印心陀羅尼經,Sarvatathāgatādhiṣṭhānahṛdayaguhyadhātukaraṇḍadhāraṇī(sūtra).,De-bshin-gśegs-pa thams-cad-kyi byin-gyis-brlabs-kyi sñiṅ-po gsaṅ-ba riṅ-bsrel-gyi za-ma-tog.,507;883,141;508,803,
1024,352,無垢淨光大陀羅尼經,Raśmivimalaviśuddhaprabhādhāraṇī(sūtra),Ḥod-zer dri-ma-med-pa rnam-par dag-paḥi hod,510;982,218;607,380,
1025,1107,佛頂放無垢光明入普門觀察一切如來心陀羅尼經,Samantamukhapraveśaraśmivimaloṣṇīṣaprabhāsarvatathāgatahṛdayasamāvalokitadhāraṇī(sūtra).,Kun-nas sgor ḥjug-paḥi ḥod-zer gtsug-tor dri-ma mde-par snaṅ-ba de-bshin gśegs-pa thams-cad-kyi sñiṅ-po daṅ dam-tshig-la rnam-par-lta-ba.,599;983,206;608,790,
1034,312,咒五首,,,710;930,216;555,330,
1035,313,千轉陀羅尼觀世音菩薩咒,,,710;930,216;555,329,
1037,1308,觀自在菩薩說普賢陀羅尼經,Samantabhadradhāraṇī(sūtra).,Kun-tu-bzaṅ-po shes-bya-baḥi gzuṅs.,699;904,377;529,980,
1038,449,淸淨觀世音普賢陀羅尼經,Samantabhadradhāraṇī(sūtra),Kun-tu-bzaṅ-po shes-bya-baḥi gzuṅs,699;904,377;529,494,
1043,353,請觀世音菩薩消伏毒害陀羅尼呪經,Saḍakṣaravidyāmantra(sūtra),,,,326,
1044,341,六字咒王經,Saḍakṣaravidyāmantra(sūtra),,,,340,
1045b,345,六字神咒王經,Saḍakṣaravidyāmantra(sūtra),,,,341,
1047,1170,聖六字大明王陀羅尼經,Ṣaḍakṣaravidyā(sūtra).,Yi-ge drug-paḥi rig-sṅags.,575;917,313;542,855,
1048,1102,大護明大陀羅尼經,Mahā(rakṣā)mantrānusāriṇīsūtra.,,,,794,
1050,1088,大乘莊嚴寶王經,(Avalokiteśvaraguṇa)kāraṇḍavyūhasūtra.,Za-ma-tog bkod-pa.,116,784,782,
1054,1122,聖觀自在菩薩一百八名經,Avalokiteśvaranāmāṣṭaśataka(sūtra).,Ḥphags-pa spyan-ras-gzigs-dbaṅ-phyug-gi mtshan brgya-rtsa-brgyad-pa.,705;900,381;525,816,
1058,293,千手千眼觀世音菩薩姥陀羅尼身經,Nīlakaṇṭha(ka)(sūtra),Byaṅ-chub-sems-dpaḥ spyan ras-gzigs dbaṅ-phyug phyag stoṅ spyan stoṅ daṅ-ldan pa thogs-pa mi mṅaḥ-baḥi thugs-rje chen-poḥi sems rgya-cher yoṅs-su rdsogs pa,691;897,369;522,319,
1060,294,千手千眼觀世音菩薩廣大圓滿無礙大悲心陀羅尼經,Nīlakaṇṭha(ka)(sūtra),Byaṅ-chub-sems-dpaḥ spyan ras-gzigs dbaṅ-phyug phyag stoṅ spyan stoṅ daṅ-ldan pa thogs-pa mi mṅaḥ-baḥi thugs-rje chen-poḥi sems rgya-cher yoṅs-su rdsogs pa,690;691;897,368;369;522,320,
1061,1270,千手千眼觀自在菩薩廣大圓滿無礙大悲心陀羅尼呪本,Nīlakaṇṭhanāmadhāraṇī.,Nī-la-kaṇṭha.,697;905,378;530,,
1070,309,十一面觀世音神呪經,Avalokiteśvaraikādaśamukhadhāraṇī(sūtra),Spyan-ras-gzigs-dbaṅ-phyug shal bcu-gcig-pa,693;694;899,373;374;524,327,
1071,310,十一面神咒心經,Avalokiteśvaraikādaśamukhadhāraṇī(sūtra),Spyan-ras-gzigs-dbaṅ-phyug shal bcu-gcig-pa,693;694;899,373;374;524,328,
1075,315,七倶胝佛母准提大明陀羅尼經,Cundīdevīdhāraṇī(sūtra),Lha-mo skul-byed-ma,613;989,188;614,345,
